response_variable_name	database_identifier	database_namespace	treatment	signal_intensity
STIP1	P31948	uniprot	Virus 24h_1	198.1505553
APOE	P02649	uniprot	Virus 24h_1	14.64946301
NCL	P19338	uniprot	Virus 24h_1	0.0
EZR	P15311	uniprot	Virus 24h_1	62.05344058
EIF4H	Q15056	uniprot	Virus 24h_1	109.81721499999999
CTNNA1	P35221	uniprot	Virus 24h_1	0.0
ATP5E	P56381	uniprot	Virus 24h_1	62.10633257
GLS	O94925	uniprot	Virus 24h_1	2.390929023
EIF4B	P23588	uniprot	Virus 24h_1	149.1480511
APOA2	P02652	uniprot	Virus 24h_1	17.29106515
RPL6	Q02878	uniprot	Virus 24h_1	29.54639021
COX4I1	P13073	uniprot	Virus 24h_1	98.28570557
DHX9	Q08211	uniprot	Virus 24h_1	49.17490212
SEC23A	Q15436	uniprot	Virus 24h_1	62.03595933
SPTAN1	Q13813	uniprot	Virus 24h_1	0.0
APLP2	Q06481	uniprot	Virus 24h_1	34.49357379999999
TSPAN8	P19075	uniprot	Virus 24h_1	26.34947214
RPL3	P39023	uniprot	Virus 24h_1	135.5549635
DDX3X	O00571	uniprot	Virus 24h_1	47.36215381
MCM3	P25205	uniprot	Virus 24h_1	37.85957216
CTSD	P07339	uniprot	Virus 24h_1	0.0
SF3B4	Q15427	uniprot	Virus 24h_1	78.70420802
HNRNPL	P14866	uniprot	Virus 24h_1	116.6153752
SPTBN1	Q01082	uniprot	Virus 24h_1	0.0
CLPTM1	O96005	uniprot	Virus 24h_1	64.04069468
ARCN1	P48444	uniprot	Virus 24h_1	18.33411977
POR	P16435	uniprot	Virus 24h_1	0.0
HUWE1	Q7Z6Z7	uniprot	Virus 24h_1	96.14259019
TMEM109	Q9BVC6	uniprot	Virus 24h_1	62.17380946
DHX15	O43143	uniprot	Virus 24h_1	40.0273424
BZW1	Q7L1Q6	uniprot	Virus 24h_1	54.69902603
FSCN1	Q16658	uniprot	Virus 24h_1	176.23821759999998
FASN	P49327	uniprot	Virus 24h_1	109.8993004
	Q9N2J8	uniprot	Virus 24h_1	33.33473831
VASP	P50552	uniprot	Virus 24h_1	148.6317649
HIST1H1B	P16401	uniprot	Virus 24h_1	57.07900085
RSU1	Q15404	uniprot	Virus 24h_1	82.24072173
MATR3	P43243	uniprot	Virus 24h_1	43.96628187
GDF15	Q99988	uniprot	Virus 24h_1	14.23080208
S100A10	P60903	uniprot	Virus 24h_1	53.55166647
MSN	P26038	uniprot	Virus 24h_1	0.0
PDLIM5	Q96HC4	uniprot	Virus 24h_1	15.33557914
CTNND1	O60716	uniprot	Virus 24h_1	21.17040024
BCLAF1	Q9NYF8	uniprot	Virus 24h_1	92.03333277
RAB7A	P51149	uniprot	Virus 24h_1	0.0
RPS23	P62266	uniprot	Virus 24h_1	61.97179002
VAMP8	Q9BV40	uniprot	Virus 24h_1	5.614165438
RPL29	P47914	uniprot	Virus 24h_1	36.70063999
SERBP1	Q8NC51	uniprot	Virus 24h_1	0.0
SLC1A5	Q15758	uniprot	Virus 24h_1	34.62093145
CTTN	Q14247	uniprot	Virus 24h_1	17.20427658
PKM	P14618	uniprot	Virus 24h_1	859.6926812
NONO	Q15233	uniprot	Virus 24h_1	69.42769759
LDHB	P07195	uniprot	Virus 24h_1	137.06455549999998
P4HB	P07237	uniprot	Virus 24h_1	0.0
HSP90AB1	P08238	uniprot	Virus 24h_1	244.65344040000002
GRHPR	Q9UBQ7	uniprot	Virus 24h_1	80.36621640000001
Sep-09	Q9UHD8	uniprot	Virus 24h_1	13.56622601
GNB2L1; RACK1	P63244	uniprot	Virus 24h_1	54.72970594
CSE1L	P55060	uniprot	Virus 24h_1	51.00163189999999
SCPEP1	Q9HB40	uniprot	Virus 24h_1	0.0
VIM	P08670	uniprot	Virus 24h_1	103.76438929999999
PCBP1	Q15365	uniprot	Virus 24h_1	65.74292011
PDLIM7	Q9NR12	uniprot	Virus 24h_1	91.58999867
RAB1A	P62820	uniprot	Virus 24h_1	78.37466248
ARPC2	O15144	uniprot	Virus 24h_1	0.0
DLD	P09622	uniprot	Virus 24h_1	35.8559339
ME1	P48163	uniprot	Virus 24h_1	0.0
CTSA	P10619	uniprot	Virus 24h_1	0.0
SSB	P05455	uniprot	Virus 24h_1	0.0
PGK1	P00558	uniprot	Virus 24h_1	131.53710130000002
LIMA1	Q9UHB6	uniprot	Virus 24h_1	9.482592324
EIF1	P41567	uniprot	Virus 24h_1	0.0
APOA1BP; NAXE	Q8NCW5	uniprot	Virus 24h_1	52.93214811
TUFM	P49411	uniprot	Virus 24h_1	48.03874822
HLA-A; LOC100507703	P01892	uniprot	Virus 24h_1	6.98296647
TXNRD1	Q16881	uniprot	Virus 24h_1	29.12604832
COMT	P21964	uniprot	Virus 24h_1	58.26782165
STRAP	Q9Y3F4	uniprot	Virus 24h_1	80.1834866
H3F3A; H3F3AP4; H3F3B	P84243	uniprot	Virus 24h_1	12.16438696
ALPL	P05186	uniprot	Virus 24h_1	46.5962815
EIF3A	Q14152	uniprot	Virus 24h_1	54.69318957
SLC2A1	P11166	uniprot	Virus 24h_1	14.08777643
MAT2A	P31153	uniprot	Virus 24h_1	0.0
OPA1	O60313	uniprot	Virus 24h_1	37.50961453
RBBP7	Q16576	uniprot	Virus 24h_1	68.40313959
RPL10	P27635	uniprot	Virus 24h_1	29.91858193
GFPT1	Q06210	uniprot	Virus 24h_1	48.83534404
RPS4X	P62701	uniprot	Virus 24h_1	100.1473968
ALDH2	P05091	uniprot	Virus 24h_1	0.0
NDUFS1	P28331	uniprot	Virus 24h_1	0.0
ZC3HAV1	Q7Z2W4	uniprot	Virus 24h_1	42.03222142
SEC61B	P60468	uniprot	Virus 24h_1	24.71373743
KRT7	P08729	uniprot	Virus 24h_1	31.78520898
KRT7	P08729	uniprot	Virus 24h_1	31.78520898
KRT7	P08729	uniprot	Virus 24h_1	31.78520898
KRT7	P08729	uniprot	Virus 24h_1	31.78520898
YWHAG	P61981	uniprot	Virus 24h_1	96.95338832
PPIA	P62937	uniprot	Virus 24h_1	489.28735989999996
CCT4	P50991	uniprot	Virus 24h_1	13.89416594
SYNJ2BP	P57105	uniprot	Virus 24h_1	0.0
GAPVD1	Q14C86	uniprot	Virus 24h_1	84.31974847
SMARCE1	Q969G3	uniprot	Virus 24h_1	94.61236893
ATP1B3	P54709	uniprot	Virus 24h_1	19.01855089
HSD17B4	P51659	uniprot	Virus 24h_1	118.5803367
MGST3	O14880	uniprot	Virus 24h_1	20.70363759
EHD1	Q9H4M9	uniprot	Virus 24h_1	0.0
NDUFA4	O00483	uniprot	Virus 24h_1	14.95058025
LRPAP1	P30533	uniprot	Virus 24h_1	42.28637346
NUCB1	Q02818	uniprot	Virus 24h_1	0.0
PPL	O60437	uniprot	Virus 24h_1	0.0
CTNNB1	P35222	uniprot	Virus 24h_1	16.38464078
ATP6V1G1	O75348	uniprot	Virus 24h_1	28.57351717
RPS18	P62269	uniprot	Virus 24h_1	149.9917293
EDF1	O60869	uniprot	Virus 24h_1	30.94066046
TPI1	P60174	uniprot	Virus 24h_1	79.02925874
NUMA1	Q14980	uniprot	Virus 24h_1	103.0992381
FLNC	Q14315	uniprot	Virus 24h_1	22.33728036
HIST2H2AB	Q8IUE6	uniprot	Virus 24h_1	17.573086800000002
SPINT2	O43291	uniprot	Virus 24h_1	16.79652203
CBX3; C15orf57; CCDC32	Q13185	uniprot	Virus 24h_1	58.87000357
PRKDC	P78527	uniprot	Virus 24h_1	123.7247531
SEC61A1	P61619	uniprot	Virus 24h_1	0.0
PFKP	Q01813	uniprot	Virus 24h_1	7.462753581
RPL8	P62917	uniprot	Virus 24h_1	24.42147865
LUC7L2	Q9Y383	uniprot	Virus 24h_1	44.29712066
PPP5C	P53041	uniprot	Virus 24h_1	19.89644315
LSM6	P62312	uniprot	Virus 24h_1	39.71831963
YWHAQ	P27348	uniprot	Virus 24h_1	64.18918121
PSMG1	O95456	uniprot	Virus 24h_1	41.42867696
SH3GL1	Q99961	uniprot	Virus 24h_1	9.49735346
HDGF	P51858	uniprot	Virus 24h_1	58.27770857
CYR61	O00622	uniprot	Virus 24h_1	42.49389482
TLN1	Q9Y490	uniprot	Virus 24h_1	56.38457603
MVP	Q14764	uniprot	Virus 24h_1	0.0
CHMP1B	Q7LBR1	uniprot	Virus 24h_1	29.62176918
ANXA7	P20073	uniprot	Virus 24h_1	26.00494317
NDUFV2	P19404	uniprot	Virus 24h_1	8.203503547999999
HIST1H1D	P16402	uniprot	Virus 24h_1	49.59560746
ATP1A1	P05023	uniprot	Virus 24h_1	0.0
VPS26A	O75436	uniprot	Virus 24h_1	32.82253399
QPRT	Q15274	uniprot	Virus 24h_1	10.29531271
RPSA	P08865	uniprot	Virus 24h_1	50.43222455
RPS19	P39019	uniprot	Virus 24h_1	69.68571986
PNP	P00491	uniprot	Virus 24h_1	31.72074224
SAP18	O00422	uniprot	Virus 24h_1	36.87600391
RPLP0	P05388	uniprot	Virus 24h_1	70.70298944
ATP5I	P56385	uniprot	Virus 24h_1	4.584859324
MAGED2	Q9UNF1	uniprot	Virus 24h_1	33.73833515
ILF3	Q12906	uniprot	Virus 24h_1	35.43383129
SDHA	P31040	uniprot	Virus 24h_1	96.82426491
GPC1	P35052	uniprot	Virus 24h_1	67.81789292
IDH3B	O43837	uniprot	Virus 24h_1	43.19340879
ACSL5	Q9ULC5	uniprot	Virus 24h_1	0.0
UQCRC2	P22695	uniprot	Virus 24h_1	54.39473726
CDH1	P12830	uniprot	Virus 24h_1	9.486326306
PSMD6	Q15008	uniprot	Virus 24h_1	39.54168442
WDR1	O75083	uniprot	Virus 24h_1	118.76806440000001
PSMA4	P25789	uniprot	Virus 24h_1	8.397337141
TTLL12	Q14166	uniprot	Virus 24h_1	50.38061691
PGM3	O95394	uniprot	Virus 24h_1	10.62529126
PPP2R1A	P30153	uniprot	Virus 24h_1	0.0
STT3A	P46977	uniprot	Virus 24h_1	33.18191285
PTBP1	P26599	uniprot	Virus 24h_1	30.48811624
CCT6A	P40227	uniprot	Virus 24h_1	0.0
SCD	O00767	uniprot	Virus 24h_1	31.62364868
UQCRC1	P31930	uniprot	Virus 24h_1	61.38634048
PRSS57	Q6UWY2	uniprot	Virus 24h_1	83.1943858
SURF4	O15260	uniprot	Virus 24h_1	37.34099086
UBL5	Q9BZL1	uniprot	Virus 24h_1	2.90149853
LMO7	Q8WWI1	uniprot	Virus 24h_1	3.036618135
THOP1	P52888	uniprot	Virus 24h_1	74.62721884
QARS	P47897	uniprot	Virus 24h_1	7.086312595
BAG3	O95817	uniprot	Virus 24h_1	0.0
SRP9; SRP9P1	P49458	uniprot	Virus 24h_1	69.73571494
RPL30	P62888	uniprot	Virus 24h_1	64.67773631
HNRNPH2	P55795	uniprot	Virus 24h_1	15.69169817
ARPC4	P59998	uniprot	Virus 24h_1	38.39855966
PICALM	Q13492	uniprot	Virus 24h_1	43.93475621
EIF3L	Q9Y262	uniprot	Virus 24h_1	24.83145389
HADHA	P40939	uniprot	Virus 24h_1	0.0
HNRNPA0	Q13151	uniprot	Virus 24h_1	51.05744679
IFNGR1	P15260	uniprot	Virus 24h_1	0.0
CHAMP1	Q96JM3	uniprot	Virus 24h_1	47.52226871
LIPA	P38571	uniprot	Virus 24h_1	17.44519484
TGFBI	Q15582	uniprot	Virus 24h_1	67.27594057
GANAB	Q14697	uniprot	Virus 24h_1	15.84097699
PCBD1	P61457	uniprot	Virus 24h_1	10.70159654
CLIC1	O00299	uniprot	Virus 24h_1	8.585264202000001
NOP56	O00567	uniprot	Virus 24h_1	59.41678783
GPR64; ADGRG2	Q8IZP9	uniprot	Virus 24h_1	14.91559608
B2M	P61769	uniprot	Virus 24h_1	35.9718568
CPSF7	Q8N684	uniprot	Virus 24h_1	18.66195277
SERPINB1	P30740	uniprot	Virus 24h_1	0.0
AKR1C3	P42330	uniprot	Virus 24h_1	1.7746331569999998
ETFB	P38117	uniprot	Virus 24h_1	54.85968522
AGT	P01019	uniprot	Virus 24h_1	21.46266659
NOLC1	Q14978	uniprot	Virus 24h_1	0.0
IDI1	Q13907	uniprot	Virus 24h_1	27.64369036
RPS16	P62249	uniprot	Virus 24h_1	0.0
LMNA	P02545	uniprot	Virus 24h_1	0.0
DCAF13	Q9NV06	uniprot	Virus 24h_1	7.944172217999999
RPN2	P04844	uniprot	Virus 24h_1	0.0
EEF2	P13639	uniprot	Virus 24h_1	207.5535383
CS	O75390	uniprot	Virus 24h_1	37.21641061
PRPF6	O94906	uniprot	Virus 24h_1	0.0
GRB2	P62993	uniprot	Virus 24h_1	61.71257194
GALNT2	Q10471	uniprot	Virus 24h_1	22.92349578
PPIB	P23284	uniprot	Virus 24h_1	31.52528943
M6PR	P20645	uniprot	Virus 24h_1	34.35088149
RAN	P62826	uniprot	Virus 24h_1	88.16520874
EIF3G	O75821	uniprot	Virus 24h_1	42.12427286
DNAJB1	P25685	uniprot	Virus 24h_1	35.55279347
YTHDF2	Q9Y5A9	uniprot	Virus 24h_1	34.27505437
RUVBL2	Q9Y230	uniprot	Virus 24h_1	0.0
GARS	P41250	uniprot	Virus 24h_1	0.0
CFL1	P23528	uniprot	Virus 24h_1	86.78795333
SLC25A1	P53007	uniprot	Virus 24h_1	3.019498459
PDXK	O00764	uniprot	Virus 24h_1	71.31643271
EIF2S3	P41091	uniprot	Virus 24h_1	38.08005870000001
RNF113A	O15541	uniprot	Virus 24h_1	41.98442142
SQSTM1	Q13501	uniprot	Virus 24h_1	25.28079148
HEXB	P07686	uniprot	Virus 24h_1	64.32873267
STX12	Q86Y82	uniprot	Virus 24h_1	23.56875178
ECHS1	P30084	uniprot	Virus 24h_1	0.0
RBM28	Q9NW13	uniprot	Virus 24h_1	2.677926175
RPL9	P32969	uniprot	Virus 24h_1	78.32657366
SHMT2	P34897	uniprot	Virus 24h_1	33.843590500000005
AHSA1	O95433	uniprot	Virus 24h_1	17.49492907
SRM	P19623	uniprot	Virus 24h_1	0.0
SF1	Q15637	uniprot	Virus 24h_1	14.75592475
ATP6V1E1	P36543	uniprot	Virus 24h_1	52.28887104
SERPINH1	P50454	uniprot	Virus 24h_1	0.0
G3BP2	Q9UN86	uniprot	Virus 24h_1	36.54029508
TPD52L2	O43399	uniprot	Virus 24h_1	0.0
GSPT1	P15170	uniprot	Virus 24h_1	0.0
KIAA0020; PUM3	Q15397	uniprot	Virus 24h_1	43.38760848
VAPA	Q9P0L0	uniprot	Virus 24h_1	0.0
RPS29	P62273	uniprot	Virus 24h_1	56.08707481
ATP1B1	P05026	uniprot	Virus 24h_1	0.0
MACC1	Q6ZN28	uniprot	Virus 24h_1	17.0262448
IGHV3-21	A0A0B4J1V1	uniprot	Virus 24h_1	11.03700913
FASTKD3	Q14CZ7	uniprot	Virus 24h_1	30.16030561
HEBP1	Q9NRV9	uniprot	Virus 24h_1	57.12296639
EEF1G	P26641	uniprot	Virus 24h_1	0.0
LRP1	Q07954	uniprot	Virus 24h_1	22.15367472
RPL23	P62829	uniprot	Virus 24h_1	91.44492472
BCAP31	P51572	uniprot	Virus 24h_1	41.21528832
RPL13	P26373	uniprot	Virus 24h_1	41.85683763
GOLM1	Q8NBJ4	uniprot	Virus 24h_1	0.0
SRSF5	Q13243	uniprot	Virus 24h_1	20.79874635
U2AF2	P26368	uniprot	Virus 24h_1	51.06968435
CDHR5	Q9HBB8	uniprot	Virus 24h_1	66.73320307
MIF	P14174	uniprot	Virus 24h_1	11.97197531
MOB1B	Q7L9L4	uniprot	Virus 24h_1	18.60635714
RAB6A	P20340	uniprot	Virus 24h_1	15.78839838
SCO2	O43819	uniprot	Virus 24h_1	0.0
TJP1	Q07157	uniprot	Virus 24h_1	26.34356866
EIF3I	Q13347	uniprot	Virus 24h_1	50.34650212
PIR	O00625	uniprot	Virus 24h_1	0.0
RBMX	P38159	uniprot	Virus 24h_1	10.92001896
GFM1	Q96RP9	uniprot	Virus 24h_1	0.0
ANXA6	P08133	uniprot	Virus 24h_1	4.497872861
TM4SF1	P30408	uniprot	Virus 24h_1	13.73211767
STAT1	P42224	uniprot	Virus 24h_1	19.37572479
RAB8A	P61006	uniprot	Virus 24h_1	60.47426479
NDUFAF7	Q7L592	uniprot	Virus 24h_1	0.0
IMPDH2	P12268	uniprot	Virus 24h_1	0.0
NUP85	Q9BW27	uniprot	Virus 24h_1	28.46719305
UGP2	Q16851	uniprot	Virus 24h_1	80.62250122
GCDH	Q92947	uniprot	Virus 24h_1	0.0
NCAPH	Q15003	uniprot	Virus 24h_1	18.71556904
S100A4	P26447	uniprot	Virus 24h_1	34.08088675
TCOF1	Q13428	uniprot	Virus 24h_1	28.82109711
DSTN	P60981	uniprot	Virus 24h_1	23.62999241
RPL32	P62910	uniprot	Virus 24h_1	14.78772653
ZYX	Q15942	uniprot	Virus 24h_1	28.42877074
AGL	P35573	uniprot	Virus 24h_1	27.972019
CSRP1	P21291	uniprot	Virus 24h_1	0.0
TRAM1	Q15629	uniprot	Virus 24h_1	0.0
L1CAM	P32004	uniprot	Virus 24h_1	15.78424944
TAGLN	Q01995	uniprot	Virus 24h_1	65.49808085
SRP72	O76094	uniprot	Virus 24h_1	0.0
USP14	P54578	uniprot	Virus 24h_1	0.0
SNRPA1	P09661	uniprot	Virus 24h_1	23.24549341
RAB5C	P51148	uniprot	Virus 24h_1	41.39091105
DBNL	Q9UJU6	uniprot	Virus 24h_1	75.76262091
ETFA	P13804	uniprot	Virus 24h_1	21.81288356
COX6B1	P14854	uniprot	Virus 24h_1	41.46269325
CCT3	P49368	uniprot	Virus 24h_1	131.90149879999998
PTPN1	P18031	uniprot	Virus 24h_1	18.93951341
RRM1	P23921	uniprot	Virus 24h_1	0.0
TXNDC5	Q8NBS9	uniprot	Virus 24h_1	0.0
HSP90AA1	P07900	uniprot	Virus 24h_1	0.0
CMPK1	P30085	uniprot	Virus 24h_1	0.0
PBRM1	Q86U86	uniprot	Virus 24h_1	26.84712629
CDC27	P30260	uniprot	Virus 24h_1	24.34769091
ESYT1	Q9BSJ8	uniprot	Virus 24h_1	0.0
GLUD1	P00367	uniprot	Virus 24h_1	0.0
CORO1C	Q9ULV4	uniprot	Virus 24h_1	49.67845553
APOB	P04114	uniprot	Virus 24h_1	3.690634194
SRI	P30626	uniprot	Virus 24h_1	3.082031638
ATP6V0D1	P61421	uniprot	Virus 24h_1	0.0
MARS	P56192	uniprot	Virus 24h_1	34.09065415
CORO1B	Q9BR76	uniprot	Virus 24h_1	0.0
EIF4G2	P78344	uniprot	Virus 24h_1	47.80735837
ERMP1	Q7Z2K6	uniprot	Virus 24h_1	20.39136507
TROVE2	P10155	uniprot	Virus 24h_1	30.11559998
MAP1LC3B	Q9GZQ8	uniprot	Virus 24h_1	6.589773634
NMT1	P30419	uniprot	Virus 24h_1	0.0
PSMD8	P48556	uniprot	Virus 24h_1	0.0
NUP205	Q92621	uniprot	Virus 24h_1	9.504124252
RPL18A	Q02543	uniprot	Virus 24h_1	73.2399638
HJURP	Q8NCD3	uniprot	Virus 24h_1	32.84428143
ATP6V1A	P38606	uniprot	Virus 24h_1	0.0
MAP7D1	Q3KQU3	uniprot	Virus 24h_1	19.95367506
PABPC1	P11940	uniprot	Virus 24h_1	101.27393509999999
DHCR7	Q9UBM7	uniprot	Virus 24h_1	0.0
HNRNPAB	Q99729	uniprot	Virus 24h_1	0.0
ADRM1	Q16186	uniprot	Virus 24h_1	35.46137154
RNH1	P13489	uniprot	Virus 24h_1	0.0
PRDX3	P30048	uniprot	Virus 24h_1	0.0
GPRC5A	Q8NFJ5	uniprot	Virus 24h_1	0.0
SRSF3	P84103	uniprot	Virus 24h_1	16.01237176
LARP1	Q6PKG0	uniprot	Virus 24h_1	6.126719845
CNN3	Q15417	uniprot	Virus 24h_1	0.0
STOM	P27105	uniprot	Virus 24h_1	0.0
CUL1	Q13616	uniprot	Virus 24h_1	27.31619983
COPA	P53621	uniprot	Virus 24h_1	0.0
HDLBP	Q00341	uniprot	Virus 24h_1	0.0
EIF3B	P55884	uniprot	Virus 24h_1	0.0
PYGL	P06737	uniprot	Virus 24h_1	0.0
HTATIP2	Q9BUP3	uniprot	Virus 24h_1	0.0
MORF4L2	Q15014	uniprot	Virus 24h_1	0.0
SDHD	O14521	uniprot	Virus 24h_1	39.87978654
PDE3A	Q14432	uniprot	Virus 24h_1	0.0
RPN1	P04843	uniprot	Virus 24h_1	29.7077238
USP5	P45974	uniprot	Virus 24h_1	52.63825317
TUBG1	P23258	uniprot	Virus 24h_1	8.302016314
SLC39A14	Q15043	uniprot	Virus 24h_1	0.0
PPP3CA	Q08209	uniprot	Virus 24h_1	31.67998537
EPCAM	P16422	uniprot	Virus 24h_1	2.499285563
CTSH	P09668	uniprot	Virus 24h_1	20.78330573
TPM1	P09493	uniprot	Virus 24h_1	31.54027183
HSPE1	P61604	uniprot	Virus 24h_1	9.564630968
IGF2R	P11717	uniprot	Virus 24h_1	49.90137586
SSR4	P51571	uniprot	Virus 24h_1	41.91824838
RPS8	P62241	uniprot	Virus 24h_1	140.3369734
DUT	P33316	uniprot	Virus 24h_1	21.45433933
PXDN	Q92626	uniprot	Virus 24h_1	17.81018924
CYB5A	P00167	uniprot	Virus 24h_1	22.22658023
EIF5	P55010	uniprot	Virus 24h_1	0.0
UBE2C	O00762	uniprot	Virus 24h_1	1.036864791
DDAH1	O94760	uniprot	Virus 24h_1	16.91856892
MDH1	P40925	uniprot	Virus 24h_1	0.0
DNAJC7	Q99615	uniprot	Virus 24h_1	24.24017409
HNRNPC	P07910	uniprot	Virus 24h_1	0.0
TBL2	Q9Y4P3	uniprot	Virus 24h_1	12.60760872
DNAJA2	O60884	uniprot	Virus 24h_1	23.07790848
RPL13A	P40429	uniprot	Virus 24h_1	0.0
ATXN2L	Q8WWM7	uniprot	Virus 24h_1	14.73392414
NDUFB10	O96000	uniprot	Virus 24h_1	15.11564194
PSMD4	P55036	uniprot	Virus 24h_1	0.0
P4HA1	P13674	uniprot	Virus 24h_1	18.75231148
PSMC6	P62333	uniprot	Virus 24h_1	0.0
TSPO	P30536	uniprot	Virus 24h_1	61.15536604
RHEB	Q15382	uniprot	Virus 24h_1	0.0
RANBP2	P49792	uniprot	Virus 24h_1	0.0
IKBIP	Q70UQ0	uniprot	Virus 24h_1	13.70247965
COPS3	Q9UNS2	uniprot	Virus 24h_1	29.11366651
ACIN1	Q9UKV3	uniprot	Virus 24h_1	0.0
EHD4	Q9H223	uniprot	Virus 24h_1	8.032013876
DYNLRB1	Q9NP97	uniprot	Virus 24h_1	0.0
TRIM28	Q13263	uniprot	Virus 24h_1	20.75881635
TAPBP	O15533	uniprot	Virus 24h_1	39.23029841
RBM3	P98179	uniprot	Virus 24h_1	30.02437261
EIF2S2	P20042	uniprot	Virus 24h_1	0.0
NUP210	Q8TEM1	uniprot	Virus 24h_1	77.95553368
SLC25A24	Q6NUK1	uniprot	Virus 24h_1	0.0
RPL18	Q07020	uniprot	Virus 24h_1	2.318731683
RPL26	P61254	uniprot	Virus 24h_1	43.58732407
SUCLG1	P53597	uniprot	Virus 24h_1	12.14213738
SRSF9	Q13242	uniprot	Virus 24h_1	0.0
PDIA4	P13667	uniprot	Virus 24h_1	0.0
DDR2	Q16832	uniprot	Virus 24h_1	0.0
ASPH	Q12797	uniprot	Virus 24h_1	54.51155275
CRK	P46108	uniprot	Virus 24h_1	2.315449973
NAA50	Q9GZZ1	uniprot	Virus 24h_1	12.65662214
PRRC1	Q96M27	uniprot	Virus 24h_1	38.96581505
HN1L; JPT2	Q9H910	uniprot	Virus 24h_1	0.0
RPL34	P49207	uniprot	Virus 24h_1	48.32055285
ALDH7A1	P49419	uniprot	Virus 24h_1	38.01813486
TUBB	P07437	uniprot	Virus 24h_1	0.0
SMC3	Q9UQE7	uniprot	Virus 24h_1	52.03343769
GOT1	P17174	uniprot	Virus 24h_1	33.44828888
HNRNPH1	P31943	uniprot	Virus 24h_1	12.05326639
PSMB6	P28072	uniprot	Virus 24h_1	28.15909759
HADHB	P55084	uniprot	Virus 24h_1	73.35111402
GNS	P15586	uniprot	Virus 24h_1	0.0
UQCC; UQCC1	Q9NVA1	uniprot	Virus 24h_1	0.0
MTAP	Q13126	uniprot	Virus 24h_1	31.16240003
ATP5C1	P36542	uniprot	Virus 24h_1	0.0
KTN1	Q86UP2	uniprot	Virus 24h_1	60.20292514
SELENBP1	Q13228	uniprot	Virus 24h_1	21.71617639
PHB2	Q99623	uniprot	Virus 24h_1	17.88044629
SSR2	P43308	uniprot	Virus 24h_1	12.53746795
DAP	P51397	uniprot	Virus 24h_1	13.62572343
TGM2	P21980	uniprot	Virus 24h_1	3.493581864
SMS	P52788	uniprot	Virus 24h_1	23.13740658
COPB2	P35606	uniprot	Virus 24h_1	0.0
UGGT1	Q9NYU2	uniprot	Virus 24h_1	93.76843564
MYADM	Q96S97	uniprot	Virus 24h_1	35.06687991
HNRNPF	P52597	uniprot	Virus 24h_1	38.02300736
ATP6V1B2	P21281	uniprot	Virus 24h_1	0.0
EIF6	P56537	uniprot	Virus 24h_1	0.0
ATAD3A	Q9NVI7	uniprot	Virus 24h_1	3.8343662710000004
POLD3	Q15054	uniprot	Virus 24h_1	17.74836777
GSTO1	P78417	uniprot	Virus 24h_1	26.41637618
CIAPIN1	Q6FI81	uniprot	Virus 24h_1	0.0
SRRM1	Q8IYB3	uniprot	Virus 24h_1	36.62254868
CAPRIN1	Q14444	uniprot	Virus 24h_1	4.583500623
COPB1	P53618	uniprot	Virus 24h_1	81.97173855
CHMP4B	Q9H444	uniprot	Virus 24h_1	0.0
PFAS	O15067	uniprot	Virus 24h_1	0.0
TECR	Q9NZ01	uniprot	Virus 24h_1	0.0
AKAP8L	Q9ULX6	uniprot	Virus 24h_1	25.23244335
ALYREF	Q86V81	uniprot	Virus 24h_1	4.566720625
ACAT1	P24752	uniprot	Virus 24h_1	73.70401209999999
OLA1	Q9NTK5	uniprot	Virus 24h_1	0.0
EIF3F	O00303	uniprot	Virus 24h_1	0.0
HBS1L	Q9Y450	uniprot	Virus 24h_1	31.30505339
OCIAD1	Q9NX40	uniprot	Virus 24h_1	27.02733753
RPS7	P62081	uniprot	Virus 24h_1	17.80447208
RPL31	P62899	uniprot	Virus 24h_1	0.0
RPS15A	P62244	uniprot	Virus 24h_1	0.0
PAFAH1B2	P68402	uniprot	Virus 24h_1	23.49696458
HCFC1	P51610	uniprot	Virus 24h_1	26.07067013
PEG10	Q86TG7	uniprot	Virus 24h_1	19.35346134
ABCF1	Q8NE71	uniprot	Virus 24h_1	51.18030201
TNFAIP8	O95379	uniprot	Virus 24h_1	34.09298993
RPL19	P84098	uniprot	Virus 24h_1	16.76835942
PPHLN1	Q8NEY8	uniprot	Virus 24h_1	27.19507901
ADPGK	Q9BRR6	uniprot	Virus 24h_1	15.39865117
CD63	P08962	uniprot	Virus 24h_1	0.0
SLC35B2	Q8TB61	uniprot	Virus 24h_1	30.78111734
PDLIM1	O00151	uniprot	Virus 24h_1	20.68033394
CAD	P27708	uniprot	Virus 24h_1	0.0
PRKCSH	P14314	uniprot	Virus 24h_1	0.0
TPT1	P13693	uniprot	Virus 24h_1	0.0
CAND1	Q86VP6	uniprot	Virus 24h_1	19.79749968
TARDBP	Q13148	uniprot	Virus 24h_1	17.26069203
HP1BP3	Q5SSJ5	uniprot	Virus 24h_1	75.30918981
CYB5B	O43169	uniprot	Virus 24h_1	9.645059794
G3BP1	Q13283	uniprot	Virus 24h_1	27.80373582
TRIM16	O95361	uniprot	Virus 24h_1	52.90057598
SCP2	P22307	uniprot	Virus 24h_1	7.104817398
SPATA5L1	Q9BVQ7	uniprot	Virus 24h_1	12.20835852
HMGCS1	Q01581	uniprot	Virus 24h_1	0.0
